actor_name,actor_dob,actor_gender,actor_ethnicity_label,actor_height,actor_age_at_release,freebase_movie_id,character_name
Viggo Mortensen,1958-10-20 00:00:00,M,Danish Americans,1.803,47.0,/m/058w6c,Diego Alatriste
Val Kilmer,1959-12-31 00:00:00,M,Scottish Americans,1.83,40.0,/m/055stg,Robby Gallagher
Tom Sizemore,1961-11-29 00:00:00,M,Welsh people,1.8,38.0,/m/055stg,Dr. Quinn Burchenal
Benjamin Bratt,1963-12-16 00:00:00,M,English Americans,1.88,36.0,/m/055stg,Lt. Ted Santen
Terence Stamp,1938-07-22 00:00:00,M,English people,1.829,62.0,/m/055stg,Dr. Bud Chantilas
Priyanka Chopra,1982-07-18 00:00:00,F,Punjabis,1.71,28.0,/m/080ht11,Kiara
Ranbir Kapoor,1982-09-28 00:00:00,M,Punjabis,1.83,27.0,/m/080ht11,Akash
Zayed Khan,1980-07-05 00:00:00,M,Indians,1.8,30.0,/m/080ht11,Kunal
Winona Ryder,1971-10-29 00:00:00,F,Jewish people,1.61,21.0,/m/01xq8v,Mina Harker
Gary Oldman,1958-03-21 00:00:00,M,Irish migration to Great Britain,1.78,34.0,/m/01xq8v,Count Dracula
Keanu Reeves,1964-09-02 00:00:00,M,Irish people,1.86,28.0,/m/01xq8v,Jonathan Harker
Anthony Hopkins,1937-12-31 00:00:00,M,Irish migration to Great Britain,1.74,54.0,/m/01xq8v,Abraham Van Helsing
Cary Elwes,1962-10-26 00:00:00,M,Anglo-Irish people,1.83,30.0,/m/01xq8v,Arthur Holmwood
Richard E. Grant,1957-05-05 00:00:00,M,English people,1.88,35.0,/m/01xq8v,John Seward
Monica Bellucci,1964-09-30 00:00:00,F,Italians,1.73,28.0,/m/01xq8v,Dracula's Bride
Winona Ryder,1971-10-29 00:00:00,F,Jewish people,1.61,21.0,/m/01xq8v,Elisabeta
Bryan Greenberg,1978-05-24 00:00:00,M,American Jews,1.83,28.0,/m/084ryl,Barkley Michaelson
Eliza Dushku,1980-12-30 00:00:00,F,Albanian Americans,1.65,26.0,/m/084ryl,City Hall
Bill Pullman,1953-12-17 00:00:00,M,White Americans,1.87,53.0,/m/084ryl,Det. Max Mariner
Mary Steenburgen,1953-02-08 00:00:00,F,Dutch Americans,1.727,54.0,/m/084ryl,Sarah Michaelson
Danny DeVito,1944-11-17 00:00:00,M,Italian Americans,1.52,62.0,/m/084ryl,George Gastner
Wesley Snipes,1962-07-31 00:00:00,M,African Americans,1.753,31.0,/m/0dzgwx,Roemello Skuggs
Donald Faison,1974-06-22 00:00:00,M,African Americans,1.83,19.0,/m/0dzgwx,Kymie Damiels
Dan Hedaya,1940-07-24 00:00:00,M,Jewish people,1.75,54.0,/m/0qjzd,Mel Horowitz
Alicia Silverstone,1976-10-04 00:00:00,F,Jewish people,1.65,18.0,/m/0qjzd,Cher Horowitz
Stacey Dash,1966-01-20 00:00:00,F,Mexicans,1.626,29.0,/m/0qjzd,"Dionne ""Dee"" Davenport"
Wallace Shawn,1943-11-12 00:00:00,M,American Jews,1.575,51.0,/m/0qjzd,Mr. Wendell Hall
Paul Rudd,1969-04-06 00:00:00,M,Jewish people,1.78,26.0,/m/0qjzd,Josh
Donald Faison,1974-06-22 00:00:00,M,African Americans,1.83,21.0,/m/0qjzd,Murray
Ulrich Tukur,1957-07-29 00:00:00,M,Germans,1.87,51.0,/m/05sxh20,Wilhelm Uhde
Shaquille O'Neal,1972-03-06 00:00:00,M,African Americans,2.16,25.0,/m/06m78c,John Henry Irons
Judd Nelson,1959-11-28 00:00:00,M,Jewish people,1.78,37.0,/m/06m78c,Nathaniel Burke
Ray J,1981-01-17 00:00:00,M,African Americans,1.7,16.0,/m/06m78c,Martin
Shruti Haasan,1986-01-28 00:00:00,F,Indians,1.73,24.0,/m/0gxbmpt,Priya
Siddharth Narayan,1979-04-17 00:00:00,M,Telugu people,1.73,31.0,/m/0gxbmpt,Yodha
Subbaraju,1977-02-27 00:00:00,M,Indians,1.8,33.0,/m/0gxbmpt,Danaiah
Kevin Costner,1955-01-18 00:00:00,M,English Americans,1.85,39.0,/m/08mg_b,Wyatt Earp
Dennis Quaid,1954-04-09 00:00:00,M,Cajun,1.83,40.0,/m/08mg_b,Doc Holliday
Gene Hackman,1930-01-30 00:00:00,M,White Americans,1.88,64.0,/m/08mg_b,Nicholas Earp
Tom Sizemore,1961-11-29 00:00:00,M,Welsh people,1.8,32.0,/m/08mg_b,Bat Masterson
Bill Pullman,1953-12-17 00:00:00,M,White Americans,1.87,40.0,/m/08mg_b,Ed Masterson
Adam Baldwin,1962-02-27 00:00:00,M,Irish Americans,1.93,32.0,/m/08mg_b,Tom McLaury
Catherine O'Hara,1954-03-04 00:00:00,F,Canadian Americans,1.63,40.0,/m/08mg_b,Allie Earp
Isabella Rossellini,1952-06-18 00:00:00,F,Swedish Americans,1.73,42.0,/m/08mg_b,Big Nose Kate
Téa Leoni,1966-02-25 00:00:00,F,Italian Americans,1.702,28.0,/m/08mg_b,Sally
Mary-Kate Olsen,1986-06-13 00:00:00,F,Danish Americans,1.57,20.0,/m/06mb0s,Molly Spence
Guy Pearce,1967-10-05 00:00:00,M,English Australian,1.8,39.0,/m/06mb0s,Andy Warhol
Sienna Miller,1981-12-28 00:00:00,F,British Americans,1.65,25.0,/m/06mb0s,Edie Sedgewick
Jimmy Fallon,1974-09-19 00:00:00,M,Irish people,1.78,32.0,/m/06mb0s,Chuck Wein
Mena Suvari,1979-02-13 00:00:00,F,Greek Americans,1.613,27.0,/m/06mb0s,Richie Berlin
Shawn Hatosy,1975-12-29 00:00:00,M,Hungarian Americans,1.753,31.0,/m/06mb0s,Syd Pepperman
Anthony Hopkins,1937-12-31 00:00:00,M,Irish migration to Great Britain,1.74,55.0,/m/05j82v,C. S. Lewis
James Frain,1968-03-14 00:00:00,M,English people,1.829,25.0,/m/05j82v,Peter Whistler
Debra Winger,1955-05-16 00:00:00,F,White Americans,1.63,38.0,/m/05j82v,Joy Gresham
Dana Delany,1956-03-13 00:00:00,F,Irish Americans,1.67,38.0,/m/0fpdlt,Lisa Emerson
Dan Aykroyd,1952-07-01 00:00:00,M,Canadian Americans,1.85,42.0,/m/0fpdlt,Fred Lavery
Rosie O'Donnell,1962-03-21 00:00:00,F,Irish Americans,1.7,32.0,/m/0fpdlt,Sheila Kingston
Iman Abdulmajid,1955-07-25 00:00:00,F,Somalis,1.753,39.0,/m/0fpdlt,Nina Blackstone
Charlie Sheen,1965-09-03 00:00:00,M,Spanish Americans,1.75,21.0,/m/0cp47d,Paul
John Cusack,1966-06-28 00:00:00,M,Irish Americans,1.87,31.0,/m/05_5rjx,John Kelso
Irma P. Hall,1935-06-03 00:00:00,F,African Americans,1.52,62.0,/m/05_5rjx,Minerva
Jude Law,1972-12-29 00:00:00,M,English people,1.82,24.0,/m/05_5rjx,Billy Hanson
Michael Rosenbaum,1972-07-11 00:00:00,M,Jewish people,1.83,25.0,/m/05_5rjx,George Tucker
William Hurt,1950-03-20 00:00:00,M,White people,1.88,33.0,/m/067rvc,Arkady Renko
Brian Dennehy,1938-07-09 00:00:00,M,Irish Americans,1.905,45.0,/m/067rvc,William Kirwill
Joanna Pacula,1957-12-30 00:00:00,F,Poles,1.75,25.0,/m/067rvc,Irina Asanova
Alexei Sayle,1952-08-07 00:00:00,M,Jewish people,1.8,31.0,/m/067rvc,Golodkin
Richard Griffiths,1947-07-31 00:00:00,M,English people,1.753,36.0,/m/067rvc,Anton
Ron Perlman,1950-04-13 00:00:00,M,Jewish people,1.85,45.0,/m/02dpl9,One
Dominique Pinon,1955-03-04 00:00:00,M,French,1.676,40.0,/m/02dpl9,le scaphandrier
Danny Kaye,1913-01-18 00:00:00,M,Jewish people,1.8,41.0,/m/084l1p,Phil Davis
Aftab Shivdasani,1978-06-25 00:00:00,M,Indians,1.83,30.0,/m/054qx5t,Nikhil
Aamna Sharif,1982-07-16 00:00:00,F,Indians,1.65,26.0,/m/054qx5t,Aamna
Joe Mantegna,1947-11-13 00:00:00,M,Italian Americans,1.803,39.0,/m/07gvrj,Mike
Jennifer Jason Leigh,1962-02-05 00:00:00,F,Russian Americans,1.6,26.0,/m/04n4s21,Carol
Dom DeLuise,1933-08-01 00:00:00,M,Italian Americans,1.78,47.0,/m/02pk8h,Victor Prinzim
Roger Moore,1927-10-14 00:00:00,M,English people,1.85,53.0,/m/02pk8h,"Seymour Goldfarb, Jr."
Dean Martin,1917-06-07 00:00:00,M,Italian Americans,1.79,64.0,/m/02pk8h,Jamie Blake
"Sammy Davis, Jr.",1925-12-08 00:00:00,M,African Americans,1.613,55.0,/m/02pk8h,Morris Fenderbaum
Adrienne Barbeau,1945-06-11 00:00:00,F,Armenians,1.594,36.0,/m/02pk8h,"Marcie Thatcher, Lamborghini Babe #1"
Peter Fonda,1940-02-23 00:00:00,M,Dutch Americans,1.91,41.0,/m/02pk8h,Chief Biker
Richard Dreyfuss,1947-10-29 00:00:00,M,Jewish people,1.65,40.0,/m/0962mt,Jack Noah
Dana Delany,1956-03-13 00:00:00,F,Irish Americans,1.67,32.0,/m/0962mt,Jenny
Kate Beckinsale,1973-07-26 00:00:00,F,English people,1.7,33.0,/m/0d2qw8,Amy Fox
Luke Wilson,1971-09-21 00:00:00,M,Irish Americans,1.83,35.0,/m/0d2qw8,David Fox
Milla Jovovich,1975-12-17 00:00:00,F,Serbian Americans,1.74,30.0,/m/08hntd,Violet Song jat Shariff
Will Smith,1968-09-25 00:00:00,M,African Americans,1.88,25.0,/m/04y5j64,Paul
Donald Sutherland,1935-07-17 00:00:00,M,Scottish Americans,1.93,58.0,/m/04y5j64,John Flanders ('Flan') Kittredge
Mary Beth Hurt,1946-09-26 00:00:00,F,White people,1.63,47.0,/m/04y5j64,Kitty
Anthony Michael Hall,1968-04-14 00:00:00,M,Irish Americans,1.88,25.0,/m/04y5j64,Trent Conway
Heather Graham,1970-01-29 00:00:00,F,White Americans,1.73,23.0,/m/04y5j64,Elizabeth
J.J. Abrams,1966-06-27 00:00:00,M,Jewish people,1.7,27.0,/m/04y5j64,Doug
Anthony Hopkins,1937-12-31 00:00:00,M,Irish migration to Great Britain,1.74,49.0,/m/03nxb8m,Frank P. Doel
Marilyn Monroe,1926-06-01 00:00:00,F,Norwegian Americans,1.66,29.0,/m/039frl,The Girl
Cloris Leachman,1926-04-30 00:00:00,F,White people,1.66,86.0,/m/0c1qntp,Dotty Rounder
Woody Allen,1935-12-01 00:00:00,M,Jewish people,1.65,67.0,/m/02drxn,David Dobel
Jason Biggs,1978-05-12 00:00:00,M,Italian Americans,1.765,25.0,/m/02drxn,Jerry Falk
Danny DeVito,1944-11-17 00:00:00,M,Italian Americans,1.52,58.0,/m/02drxn,Harvey Wexler
Christina Ricci,1980-02-12 00:00:00,F,Scotch-Irish Americans,1.55,23.0,/m/02drxn,Amanda Chase
Jimmy Fallon,1974-09-19 00:00:00,M,Irish people,1.78,28.0,/m/02drxn,Bob
Adrian Grenier,1976-07-10 00:00:00,M,White people,1.83,27.0,/m/02drxn,Ray Polito
Ally Sheedy,1962-06-13 00:00:00,F,American Jews,1.65,27.0,/m/043txz_,Maggie DeLoach
Phoebe Cates,1963-07-16 00:00:00,F,Jewish people,1.7,26.0,/m/043txz_,Aiken Reed
Peter Berg,1962-03-11 00:00:00,M,Jewish people,1.85,27.0,/m/043txz_,Jenks
Anushka Shetty,1981-11-07 00:00:00,F,Bunt (RAJPUT),1.83,28.0,/m/05b6r_p,Kavya Mahalingam
Saravanan Sivakumar,1975-07-23 00:00:00,M,Tamil,1.68,34.0,/m/05b6r_p,Durai Singam
Peter Mullan,1959-11-02 00:00:00,M,Scottish people,1.727,45.0,/m/0fktcb,Frank
Brenda Blethyn,1946-02-20 00:00:00,F,White people,1.57,59.0,/m/0fktcb,Joan
Audrey Hepburn,1929-05-04 00:00:00,F,Irish people,1.69,34.0,/m/03n102,Regina Lampert
Walter Matthau,1920-10-01 00:00:00,M,Jewish people,1.892,43.0,/m/03n102,Hamilton Bartholemew
The Rock,1972-05-02 00:00:00,M,Samoan Americans,1.96,34.0,/m/0ds4fq,Sean Porter
Xzibit,1974-09-18 00:00:00,M,African Americans,1.772,31.0,/m/0ds4fq,Malcolm Moore
Jade Yorker,1985-06-16 00:00:00,M,African Americans,1.75,21.0,/m/0ds4fq,Willie Weathers
Jurnee Smollett,1986-10-01 00:00:00,F,Jewish people,1.67,19.0,/m/0ds4fq,Danyelle Rollins
Jennifer Lopez,1969-07-24 00:00:00,F,Stateside Puerto Ricans,1.7,31.0,/m/07n08,Mary Fiore
Justin Chambers,1970-07-11 00:00:00,M,German Americans,1.8,30.0,/m/07n08,Massimo
Kathy Najimy,1957-02-06 00:00:00,F,Lebanese Americans,1.67,43.0,/m/07n08,Geri
Cameron Diaz,1972-08-30 00:00:00,F,Spanish Americans,1.75,25.0,/m/03pjlk,Celine Naville
Ewan McGregor,1971-03-31 00:00:00,M,Scottish people,1.79,26.0,/m/03pjlk,Robert Lewis
Stanley Tucci,1960-11-11 00:00:00,M,Italian Americans,1.721,36.0,/m/03pjlk,Elliot Zweikel
Henry Winkler,1945-10-30 00:00:00,M,Jewish people,1.68,32.0,/m/0807lfc,Andy Schmidt
Nick Nolte,1941-02-08 00:00:00,M,Irish people,1.85,53.0,/m/0571xc,Pete Bell
Peter O'Toole,1932-08-02 00:00:00,M,Irish migration to Great Britain,1.91,55.0,/m/0ywrc,Reginald 'R. J.' Johnston
Joan Chen,1961-04-26 00:00:00,F,Chinese Americans,1.63,26.0,/m/0ywrc,Wan Jung
Kevin Kline,1947-10-24 00:00:00,M,German Americans,1.88,47.0,/m/0dbwm,Luc Teyssier
Meg Ryan,1961-11-19 00:00:00,F,White Americans,1.73,33.0,/m/0dbwm,Kate
Lauren Bacall,1924-09-16 00:00:00,F,American Jews,1.727,56.0,/m/0fmz5x,Sally Ross
Dana Delany,1956-03-13 00:00:00,F,Irish Americans,1.67,25.0,/m/0fmz5x,Saleswoman in Record Store
Jennifer Tilly,1958-09-16 00:00:00,F,multiracial American,1.69,26.0,/m/07d39v,Amy Hopkins
Don Cheadle,1964-11-29 00:00:00,M,African Americans,1.734,20.0,/m/07d39v,Juicy Burgers Worker
Melanie Griffith,1957-08-09 00:00:00,F,Scandinavian Americans,1.76,34.0,/m/02rq8k8,Linda Voss
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,47.0,/m/02rq8k8,Ed Leland
Liam Neeson,1952-06-07 00:00:00,M,Irish people,1.93,39.0,/m/02rq8k8,Franze-Otto Dietrich
Joely Richardson,1965-01-09 00:00:00,F,White people,1.75,27.0,/m/02rq8k8,Margrete Von Eberstein
Robert Shaw,1927-08-09 00:00:00,M,English people,1.8,49.0,/m/02pjnwh,Ma. David Kabakov
Tyler Mane,1966-12-08 00:00:00,M,Russian Canadians,2.032,42.0,/m/05_5y0h,Michael Myers
Richard Brake,1964-11-30 00:00:00,M,Welsh Americans,1.88,44.0,/m/05_5y0h,Gary Scott
Octavia Spencer,1972-05-25 00:00:00,F,African Americans,1.57,37.0,/m/05_5y0h,Nurse Daniels
Danielle Harris,1977-06-01 00:00:00,F,Jewish people,1.52,32.0,/m/05_5y0h,Annie Brackett
Margot Kidder,1948-10-17 00:00:00,F,Canadian Americans,1.68,60.0,/m/05_5y0h,Barbara Collier
Mary Birdsong,1968-04-18 00:00:00,F,White people,1.57,41.0,/m/05_5y0h,Nancy McDonald
Patrick Stewart,1940-07-13 00:00:00,M,English people,1.78,40.0,/m/01l63z,King Leodegrance
Helen Mirren,1945-07-26 00:00:00,F,English people,1.63,35.0,/m/01l63z,Morgana
Gabriel Byrne,1950-05-12 00:00:00,M,Irish people,1.784,30.0,/m/01l63z,Uther Pendragon
Liam Neeson,1952-06-07 00:00:00,M,Irish people,1.93,28.0,/m/01l63z,Gawain
Gary Busey,1944-06-29 00:00:00,M,White people,1.82,49.0,/m/05ytm8,Chet 'Rocket' Steadman
Lauren London,1984-12-05 00:00:00,F,African Americans,1.57,21.0,/m/0b_f2y,New New
Evan Ross,1988-08-26 00:00:00,M,White people,1.85,17.0,/m/0b_f2y,Ant
Tasha Smith,1971-02-28 00:00:00,F,African Americans,1.7,35.0,/m/0b_f2y,Gayle
Michelle Trachtenberg,1985-10-11 00:00:00,F,Jewish people,1.71,21.0,/m/0dm5_b,Melissa
Crystal Lowe,1981-01-20 00:00:00,F,Chinese Canadians,1.638,25.0,/m/0dm5_b,Lauren Hannon
Lacey Chabert,1982-09-30 00:00:00,F,Cajun,1.6,24.0,/m/0dm5_b,Dana
Oliver Hudson,1976-09-07 00:00:00,M,Jewish people,1.85,30.0,/m/0dm5_b,Kyle Autry
Gwyneth Paltrow,1972-09-27 00:00:00,F,Jewish people,1.75,27.0,/m/06d510,Liv
Maria Bello,1967-04-18 00:00:00,F,Italian Americans,1.651,33.0,/m/06d510,Suzi Loomis
John Pinette,1964-03-23 00:00:00,M,White people,1.78,36.0,/m/06d510,John
Maya Rudolph,1972-07-27 00:00:00,F,Jewish people,1.7,28.0,/m/06d510,Omaha Karaoke Hostess
Raima Sen,1979-11-11 00:00:00,F,Indians,1.63,27.0,/m/02z5x_d,Neetu
Raima Sen,1979-11-11 00:00:00,F,Indians,1.63,27.0,/m/02z5x_d,Sheetal
Abhay Deol,1976-03-15 00:00:00,M,Punjabis,1.85,31.0,/m/02z5x_d,Satyaveer Randhawa
Gul Panag,1979-01-03 00:00:00,F,Punjabis,1.68,28.0,/m/02z5x_d,Nimmi
Sarika,1962-06-03 00:00:00,F,Indians,1.61,45.0,/m/02z5x_d,Manorama
Billy Zane,1966-02-24 00:00:00,M,Greek Americans,1.83,26.0,/m/0251br,Richard Miller
Claire Bloom,1931-02-15 00:00:00,F,Jewish people,1.65,25.0,/m/062ljh,Barsine
Richard Burton,1925-11-10 00:00:00,M,Welsh people,1.78,30.0,/m/062ljh,Alexander the Great
Amitabh Bachchan,1942-10-11 00:00:00,M,Kayastha,1.88,61.0,/m/0cqk7c,Col. Sunil Damle
Boman Irani,1959-12-02 00:00:00,M,Parsi,1.91,44.0,/m/0cqk7c,Mr. Shergill
Hrithik Roshan,1974-01-10 00:00:00,M,Punjabis,1.82,30.0,/m/0cqk7c,Karan Shergill
Joan Plowright,1929-10-28 00:00:00,F,English people,1.638,63.0,/m/09cyky,Mrs. Martha Wilson
Walter Matthau,1920-10-01 00:00:00,M,Jewish people,1.892,72.0,/m/09cyky,Mr. George Wilson
Paul Winfield,1939-05-22 00:00:00,M,African Americans,1.85,54.0,/m/09cyky,Chief of Police
Ben Stein,1944-11-25 00:00:00,M,Jewish people,1.8,48.0,/m/09cyky,Boss
Peter Sellers,1925-09-08 00:00:00,M,Jewish people,1.73,54.0,/m/015whm,Chauncey Gardiner
Melvyn Douglas,1901-04-05 00:00:00,M,Jewish people,1.86,78.0,/m/015whm,Ben Rand
Daniel Day-Lewis,1957-04-29 00:00:00,M,Jewish people,1.87,36.0,/m/0_b3d,Gerry Conlon
Pete Postlethwaite,1946-02-07 00:00:00,M,English people,1.75,47.0,/m/0_b3d,Giuseppe Conlon
Emma Thompson,1959-04-15 00:00:00,F,British,1.71,34.0,/m/0_b3d,Gareth Peirce
Tom Wilkinson,1948-02-05 00:00:00,M,English people,1.85,45.0,/m/0_b3d,Appeal Prosecutor
Nicole Kidman,1967-06-20 00:00:00,F,Irish people,1.791,24.0,/m/034bm_,Shannon Christie
Tom Cruise,1962-07-03 00:00:00,M,White people,1.7,29.0,/m/034bm_,Joseph Donnelly
Jared Harris,1961-08-24 00:00:00,M,English people,1.797,30.0,/m/034bm_,Paddy
Ellen Barkin,1954-04-16 00:00:00,F,Russian Americans,1.7,41.0,/m/04cr1c3,Calamity Jane
David Arquette,1971-09-08 00:00:00,M,Jewish people,1.8,24.0,/m/04cr1c3,Jack McCall
Mark Wahlberg,1971-06-05 00:00:00,M,Swedish Americans,1.7,31.0,/m/08h5ny,Charlie Croker
Charlize Theron,1975-08-07 00:00:00,F,White Africans of European ancestry,1.77,27.0,/m/08h5ny,Stella Bridger
Donald Sutherland,1935-07-17 00:00:00,M,Scottish Americans,1.93,67.0,/m/08h5ny,John Bridger
Seth Green,1974-02-08 00:00:00,M,Jewish people,1.63,29.0,/m/08h5ny,Lyle
Mos Def,1973-12-11 00:00:00,M,African Americans,1.77,29.0,/m/08h5ny,Left Ear
Christopher Walken,1943-03-31 00:00:00,M,German Americans,1.83,44.0,/m/05pdfp6,Sgt. Merwin J. Toomey
Matthew Broderick,1962-03-21 00:00:00,M,Jewish people,1.73,26.0,/m/05pdfp6,Eugene Morris Jerome
David Schwimmer,1966-11-02 00:00:00,M,Jewish people,1.85,21.0,/m/05pdfp6,Soldier on train
Uma Thurman,1970-04-29 00:00:00,F,Swedish Americans,1.81,19.0,/m/087623,Daphne McBain
Andy Samberg,1978-08-18 00:00:00,M,Jewish people,1.77,28.0,/m/0gxyd6,Rod Kimble
Sissy Spacek,1949-12-25 00:00:00,F,Czech Americans,1.57,57.0,/m/0gxyd6,Marie Powell
Danny McBride,1976-12-29 00:00:00,M,Irish people,1.78,30.0,/m/0gxyd6,Rico
James Dean,1931-02-08 00:00:00,M,Scottish Americans,1.73,24.0,/m/0k2_0,Jim Stark
Natalie Wood,1938-07-20 00:00:00,F,Russians,1.52,17.0,/m/0k2_0,Judy
James Franco,1978-04-19 00:00:00,M,American Jews,1.78,28.0,/m/0dk937,Blaine Rawlings
Stellan Skarsgård,1951-06-13 00:00:00,M,Swedes,1.905,55.0,/m/05nlx4,Bootstrap Bill Turner
Johnny Depp,1963-06-09 00:00:00,M,German Americans,1.78,43.0,/m/05nlx4,Captain Jack Sparrow
Orlando Bloom,1977-01-13 00:00:00,M,English people,1.791,30.0,/m/05nlx4,Will Turner
Keira Knightley,1985-03-26 00:00:00,F,English people,1.7,22.0,/m/05nlx4,Elizabeth Swann
Bill Nighy,1949-12-12 00:00:00,M,English people,1.88,57.0,/m/05nlx4,Davy Jones
Jonathan Pryce,1947-06-01 00:00:00,M,Welsh people,1.88,59.0,/m/05nlx4,Weatherby Swann
Mackenzie Crook,1971-09-29 00:00:00,M,British,1.753,35.0,/m/05nlx4,Ragetti
Kevin McNally,1956-04-27 00:00:00,M,English people,1.78,51.0,/m/05nlx4,Joshamee Gibbs
Tom Hollander,1967-08-25 00:00:00,M,English people,1.651,39.0,/m/05nlx4,Cutler Beckett
Naomie Harris,1976-09-06 00:00:00,F,English people,1.727,30.0,/m/05nlx4,Tia Dalma
Chow Yun-Fat,1955-05-18 00:00:00,M,Hongkongers,1.83,52.0,/m/05nlx4,Sao Feng
Greg Ellis,1968-03-21 00:00:00,M,English people,1.82,39.0,/m/05nlx4,Lieutenant Theodore Groves
Clint Eastwood,1930-05-31 00:00:00,M,English Americans,1.88,58.0,/m/0dxzfl,Tommy Nowak
Bernadette Peters,1948-02-28 00:00:00,F,Italian Americans,1.6,41.0,/m/0dxzfl,Lou Ann McGuinn
Jim Carrey,1962-01-17 00:00:00,M,Canadian Americans,1.867,27.0,/m/0dxzfl,Lounge Entertainer
Jodie Foster,1962-11-19 00:00:00,F,English Americans,1.6,25.0,/m/072j07,Katie Chandler
Helen Hunt,1963-06-15 00:00:00,F,Jewish people,1.73,25.0,/m/072j07,Hope Wyatt
Roger Moore,1927-10-14 00:00:00,M,English people,1.85,45.0,/m/0g5pvv,James Bond
Jane Seymour,1951-02-15 00:00:00,F,British Jews,1.61,22.0,/m/0g5pvv,Solitaire
Julius Harris,1923-08-17 00:00:00,M,African Americans,1.9,49.0,/m/0g5pvv,Tee Hee Johnson
Geoffrey Holder,1930-08-01 00:00:00,M,African Americans,1.981,42.0,/m/0g5pvv,Baron Samedi
Spencer Tracy,1900-04-05 00:00:00,M,Irish Americans,1.78,43.0,/m/0dswpb,Pete Sandidge
Arnold Schwarzenegger,1947-07-30 00:00:00,M,Austrians,1.88,52.0,/m/085wqm,Jericho Cane
Gabriel Byrne,1950-05-12 00:00:00,M,Irish people,1.784,49.0,/m/085wqm,The Man / Satan
Robin Tunney,1972-06-19 00:00:00,F,Irish Americans,1.62,27.0,/m/085wqm,Christine York
Miriam Margolyes,1941-05-18 00:00:00,F,Belarusians,1.549,58.0,/m/085wqm,Mabel
Renee Olstead,1989-06-18 00:00:00,F,Norwegian Americans,1.6,10.0,/m/085wqm,Amy
Sonali Bendre,1975-01-01 00:00:00,F,Indians,1.73,23.0,/m/06zrnt5,Roma
Akshay Kumar,1967-09-09 00:00:00,M,Indians,1.85,30.0,/m/06zrnt5,Inspector Amar
Pooja Bhatt,1972-02-24 00:00:00,F,Gujarati people,1.59,26.0,/m/06zrnt5,Pooja
Akkineni Nagarjuna,1959-08-29 00:00:00,M,Telugu people,1.83,38.0,/m/06zrnt5,Raja Lokhande
John Lithgow,1945-10-19 00:00:00,M,Scottish Americans,1.93,46.0,/m/03m8tl,Leslie Huben
Naseeruddin Shah,1950-07-20 00:00:00,M,Indians,1.78,51.0,/m/03rz2b,Lalit Verma
Natalie Portman,1981-06-09 00:00:00,F,Israeli Americans,1.6,28.0,/m/0b6d3kn,Nicole
Joseph Gordon-Levitt,1981-02-17 00:00:00,M,Ashkenazi Jews,1.78,28.0,/m/0b6d3kn,Hesher
Piper Laurie,1932-01-22 00:00:00,F,Jewish people,1.64,78.0,/m/0b6d3kn,Madeleine Forney
Whoopi Goldberg,1955-11-13 00:00:00,F,Jewish people,1.65,40.0,/m/02vyyj6,Harriet Franklin
Gérard Depardieu,1948-12-27 00:00:00,M,French,1.803,47.0,/m/02vyyj6,Bogus
Haley Joel Osment,1988-04-10 00:00:00,M,White Americans,1.626,8.0,/m/02vyyj6,Albert Franklin
Robert De Niro,1943-08-17 00:00:00,M,Italian Americans,1.77,37.0,/m/06cm5,Jake LaMotta
Joe Pesci,1943-02-09 00:00:00,M,Italian Americans,1.6256,37.0,/m/06cm5,Joey
Martin Scorsese,1942-11-17 00:00:00,M,Italian Americans,1.63,37.0,/m/06cm5,Barbizon Stagehand
Sarah Michelle Gellar,1977-04-14 00:00:00,F,Jewish people,1.63,29.0,/m/0gtxq9,Joanna Mills
Adrienne Barbeau,1945-06-11 00:00:00,F,Armenians,1.594,44.0,/m/0bm15g,Jessica Valdemar
Harvey Keitel,1939-05-13 00:00:00,M,Polish Americans,1.71,50.0,/m/0bm15g,Roderick Usher
Edward Burns,1968-01-29 00:00:00,M,Irish Americans,1.85,33.0,/m/0992d9,Fire Marshal Jordy Warsaw
Robert De Niro,1943-08-17 00:00:00,M,Italian Americans,1.77,57.0,/m/0992d9,Detective Eddie Flemming
Avery Brooks,1948-10-02 00:00:00,M,African Americans,1.85,52.0,/m/0992d9,Detective Leon Jackson
Karel Roden,1962-05-18 00:00:00,M,Czechs,1.85,38.0,/m/0992d9,Emil Slovak
Vera Farmiga,1973-08-06 00:00:00,F,Ukrainian Americans,1.65,27.0,/m/0992d9,Daphne Handlova
Vladimir Mashkov,1963-11-27 00:00:00,M,Russians,1.88,37.0,/m/0992d9,Milos Karlova
Charlize Theron,1975-08-07 00:00:00,F,White Africans of European ancestry,1.77,25.0,/m/0992d9,Rose Hearn
Anton Yelchin,1989-03-11 00:00:00,M,Jewish people,1.75,11.0,/m/0992d9,Boy in Burning Building
Susan Hayward,1917-06-30 00:00:00,F,Swedish Americans,1.6,33.0,/m/027_10h,Mary Elizabeth Eden Thompson
Kirk Douglas,1916-12-09 00:00:00,M,Russian Americans,1.75,34.0,/m/02q_ptl,Marshal Len Merrick
Zooey Deschanel,1980-01-17 00:00:00,F,Irish Americans,1.66,21.0,/m/03q_rz,Cheryl
Jennifer Aniston,1969-02-11 00:00:00,F,Italian Americans,1.68,32.0,/m/03q_rz,Justine Last
